Chromosome_name Circle_start    Circle_end      abundance
chr10	100177414	100177707	43.2
chr10	100177573	100178011	43.2
chr10	101163130	101163419	2.3
chr10	102117877	102118426	6.3
chr10	102165486	102165670	13.3
chr10	102255970	102256259	3.4
chr10	102421940	102422171	10.7
chr10	102822299	102822495	2.5
chr10	102882491	102882843	18.3
chr10	102894429	102894534	5.2
chr10	102901532	102901905	122.0
chr10	102920596	102920934	345.1
chr10	102966985	102967249	4.5
chr10	103044424	103044564	3.9
chr10	103311327	103311622	6.3
chr10	103362860	103362991	15.7
chr10	103379570	103379847	9.6
chr10	103596213	103596509	11.4
chr10	103775342	103775707	14.4
chr10	103778652	103778885	1.6
chr10	103872958	103873236	4.3
chr10	103948069	103948235	11.3
chr10	103979249	103979624	5.5
chr10	104011417	104012009	20.7
chr10	104075078	104075450	5864.3
chr10	104111012	104111399	3.3
chr10	104166493	104166696	7.7
chr10	104171232	104171907	46.4
chr10	104180577	104180832	9.4
chr10	104181052	104181302	7.2
chr10	104191185	104192439	46.7
chr10	104192170	104192446	46.7
chr10	104234591	104234882	26.1
chr10	104291929	104292104	6.2
chr10	104311314	104311582	3.2
chr10	104439287	104439462	1.9
chr10	104452299	104452632	35.4
chr10	104473960	104474438	35.5
chr10	104496298	104496801	53.3
chr10	104590406	104590531	13.4
chr10	104594795	104595194	19.1
chr10	104678746	104679253	11.3
chr10	104835884	104836059	2.3
chr10	105007614	105007839	3.9
chr10	105212411	105212796	100.2
chr10	105223596	105223923	12.4
chr10	105323700	105324049	9.6
chr10	105359073	105360375	25.5
chr10	105397986	105398712	10.8
chr10	105452423	105452666	58.0
chr10	10551841	10551994	14.2
chr10	105525639	105526110	3.9
chr10	105527728	105527894	3.2
chr10	105795060	105795369	12.6
chr10	105810314	105810570	17.8
chr10	106090981	106091123	19.1
chr10	1061984	1062152	38.8
chr10	106382008	106382299	454.9
chr10	107609462	107609669	4.7
chr10	108696930	108697093	17.3
chr10	109242031	109242159	180.4
chr10	109897148	109897332	5.6
